DATE_OF_SCORE	PROPERTY_TYPE	CONTENTDATA_PROPERTY_TYPE_ID	APS_RAW_SCORE	PROPERTY_NAME
2024-04-06	BROADCAST	301-18813	18.08788609	Jeff Riger
2024-04-06	BROADCAST	301-17253	17.964038956	Domino
2024-04-06	BROADCAST	301-14728	17.909463668	Music that helps you relax, unwind and feel good!
2024-04-06	BROADCAST	301-22977	17.904811667	Alvin Cintron
2024-04-06	BROADCAST	301-21368	17.723418465	Buffalo Bills Football
2024-04-06	BROADCAST	301-21135	17.648964646	Doug
2024-04-06	BROADCAST	301-2490	17.602972946	Texans All Access
2024-04-06	BROADCAST	301-21300	17.556182417	Houston Texans Football
2024-04-06	BROADCAST	301-18256	17.488101636	The Guy Benson Show
2024-04-06	BROADCAST	301-22391	17.472953713	Straight Talk with Bill Frady
2024-04-06	BROADCAST	301-19535	17.410895857	Pistons Game
2024-04-06	BROADCAST	301-2562	17.374759872	SoCal's Overnight Connection
2024-04-06	BROADCAST	301-13731	17.334824076	All Your Favorites from the 80's and Today
2024-04-06	BROADCAST	301-20232	17.301901965	Final Out
2024-04-06	BROADCAST	301-21608	17.297487955	Christine Richie
2024-04-06	BROADCAST	301-12289	17.272534378	Church of Lazlo
2024-04-06	BROADCAST	301-17855	17.192280995	Bulls Radio
2024-04-06	BROADCAST	301-22611	17.162862028	Rob Ellis and Al Morganti
2024-04-06	BROADCAST	301-22739	17.094851511	The Colin Dunlap Show
2024-04-06	BROADCAST	301-20390	16.987045762	Washington Nationals Baseball
2024-04-06	BROADCAST	301-20114	16.899916819	The Chris and Amy Show on KMOX
2024-04-06	BROADCAST	301-12784	16.664015355	Barry McKay
2024-04-06	BROADCAST	301-12581	16.533117584	Sean Mack
2024-04-06	BROADCAST	301-16699	16.348856317	Football Sunday
2024-04-06	BROADCAST	301-13977	16.296565769	Rod Hendrix
2024-04-06	BROADCAST	301-2025	16.292049642	Carrington Harrison
2024-04-06	BROADCAST	301-2318	16.252125461	Elista
2024-04-06	BROADCAST	301-14587	16.03828008	You Better You Bet
2024-04-06	BROADCAST	301-12751	16.034299433	Cindy D.
2024-04-06	BROADCAST	301-23105	15.973712327	Bills Network Postgame Show
2024-04-06	BROADCAST	301-389	15.893768056	Bubba Show with Bubba and Melanie Taylor
2024-04-06	BROADCAST	301-20542	15.831257961	Gabe Ramirez
2024-04-06	BROADCAST	301-12322	15.8078074	Big Mo
2024-04-06	BROADCAST	301-12080	15.80763509	Mijo
2024-04-06	BROADCAST	301-19537	15.806366589	Philadelphia's Overnight News
2024-04-06	BROADCAST	301-19626	15.72640654	KNX Evening News with Brian Ping
2024-04-06	BROADCAST	301-2243	15.602080496	Joe Giglio
2024-04-06	BROADCAST	301-19374	15.541596219	Football Sunday with Marc Malusis
2024-04-06	BROADCAST	301-482	15.434971847	Will Marotti
2024-04-06	BROADCAST	301-17748	15.38048654	America In The Morning
2024-04-06	BROADCAST	301-14394	15.330784599	Kannon
2024-04-06	BROADCAST	301-19326	15.220623184	Rich Herrera
2024-04-06	BROADCAST	301-17852	15.217166573	Steve Rosenbloom Show
2024-04-06	BROADCAST	301-14818	15.184366974	J. Love
2024-04-06	BROADCAST	301-1394	15.158260764	Natasha Castles
2024-04-06	BROADCAST	301-16902	15.105610501	Melissa & Austin
2024-04-06	BROADCAST	301-22643	15.096593496	Jay Michaels
2024-04-06	BROADCAST	301-1754	15.032706754	The Outdoors Show
2024-04-06	BROADCAST	301-22231	15.002305799	The Gabe Kuhn Show
2024-04-06	BROADCAST	301-19947	15.001137113	Jonathan Carlson
2024-04-06	BROADCAST	301-1207	14.963680675	Kelly McMann
2024-04-06	BROADCAST	301-12348	14.89276944	Julie Guy & Tamara G.
2024-04-06	BROADCAST	301-16714	14.847019848	Dem Jones
2024-04-06	BROADCAST	301-16725	14.684121677	Hello, My Name is Craig
2024-04-06	BROADCAST	301-22100	14.646560656	Inside the Clubhouse
2024-04-06	BROADCAST	301-23087	14.633613705	Christmas Day Football on Westwood One - Ravens vs. 49ers
2024-04-06	BROADCAST	301-21211	14.522692814	Josh, Rachael and Grunwald In The Morning
2024-04-06	BROADCAST	301-17643	14.447147475	Brandon Graham Show
2024-04-06	BROADCAST	301-19140	14.305045951	Chris Moore
2024-04-06	BROADCAST	301-23096	14.294633926	Christmas Eve Football on Westwood One - Patriots vs. Broncos
2024-04-06	BROADCAST	301-12931	14.286062566	NFL on Westwood One - Titans vs. Dolphins
2024-04-06	BROADCAST	301-14772	14.258740854	Playing What We Want
2024-04-06	BROADCAST	301-14747	14.243652131	Codie & Zeke In The Morning
2024-04-06	BROADCAST	301-13044	14.219673323	Damon & Ratto
2024-04-06	BROADCAST	301-21207	14.213382837	Lorena Macarena
2024-04-06	BROADCAST	301-16687	14.098157621	Janet, Nick & Wease
2024-04-06	BROADCAST	301-13862	14.070214025	The Niko Show
2024-04-06	BROADCAST	301-21102	14.060605135	Home Team with DJ Flexx
2024-04-06	BROADCAST	301-12353	14.049793208	Julie Guy
2024-04-06	BROADCAST	301-2453	13.981468404	Maria D'Antonio
2024-04-06	BROADCAST	301-17569	13.935181882	Christy Taylor
2024-04-06	BROADCAST	301-19403	13.85526281	Chris Lopresti
2024-04-06	BROADCAST	301-19668	13.848616373	Justin Cole
2024-04-06	BROADCAST	301-17913	13.66163447	CBS Sports Sunday
2024-04-06	BROADCAST	301-13665	13.61899352	The Ponch & Nikki Show
2024-04-06	BROADCAST	301-21420	13.615492737	Giannotto & Jeffrey
2024-04-06	BROADCAST	301-2229	13.544455571	Maggie McKay
2024-04-06	BROADCAST	301-12154	13.483566131	Sue O'Neil
2024-04-06	BROADCAST	301-13120	13.395873567	Red Eye Radio
2024-04-06	BROADCAST	301-20546	13.38840997	Garrett Bush (The Barbershop)
2024-04-06	BROADCAST	301-21725	13.371923076	High Hopes
2024-04-06	BROADCAST	301-19543	13.341901053	Philadelphia's Afternoon News with Michelle Durham
2024-04-06	BROADCAST	301-21098	13.325897445	Hot Afternoon Crew
2024-04-06	BROADCAST	301-19590	13.323542068	97.3 The Fan Nights and Weekends
2024-04-06	BROADCAST	301-12523	13.29773484	The Jeff Walker Show
2024-04-06	BROADCAST	301-13053	13.278159523	Ground Zero with Clyde Lewis
2024-04-06	BROADCAST	301-22590	13.025116586	Tom Kelly & Al Morganti
2024-04-06	BROADCAST	301-12428	12.953748792	John & Tammy in the Morning
2024-04-06	BROADCAST	301-20844	12.87238608	Acoustic Sunrise
2024-04-06	BROADCAST	301-2492	12.820373244	KNX In Depth with Charles Feldman & Rob Archer
2024-04-06	BROADCAST	301-21989	12.810944635	Buzzbee
2024-04-06	BROADCAST	301-15039	12.810317661	John Tesh
2024-04-06	BROADCAST	301-20230	12.728531305	Paul Jolovitz
2024-04-06	BROADCAST	301-12747	12.681290251	Chase Daniels
2024-04-06	BROADCAST	301-22706	12.564461289	Erin Austin
2024-04-06	BROADCAST	301-20236	12.477628158	Rob Pratte
2024-04-06	BROADCAST	301-21864	12.417360155	Alley & DZ
2024-04-06	BROADCAST	301-20659	12.392458317	Bill Matz
2024-04-06	BROADCAST	301-18253	12.360307418	Markley, van Camp and Robbins
2024-04-06	BROADCAST	301-22647	12.32401055	Joan Dylan
2024-04-06	BROADCAST	301-20968	12.287340145	Terri Hemmert
2024-04-06	BROADCAST	301-12640	12.237051321	Crockett
2024-04-06	BROADCAST	301-20114	12.186635941	The Show
2024-04-06	BROADCAST	301-18020	12.068713275	Best of The Greg Hill Show
2024-04-06	BROADCAST	301-21415	11.989097185	Lil Bankhead
2024-04-06	BROADCAST	301-19928	11.926525105	BMaz & Beamer
2024-04-06	BROADCAST	301-18047	11.924367093	The Northtown Automotive Extra Point Show
2024-04-06	BROADCAST	301-21296	11.876613285	Bills Game Day
2024-04-06	BROADCAST	301-12763	11.836173575	John Boy & Billy
2024-04-06	BROADCAST	301-1357	11.756378115	The Ramsey Show
2024-04-06	BROADCAST	301-13501	11.734978484	Bill Drake
2024-04-06	BROADCAST	301-18027	11.68831251	Fitzy & Hart
2024-04-06	BROADCAST	301-15005	11.678934119	Chicago's Country Station
2024-04-06	BROADCAST	301-21701	11.677257186	@DJScratch Scratchvision Radio
2024-04-06	BROADCAST	301-17908	11.655032686	CBS Sports
2024-04-06	BROADCAST	301-18871	11.629649821	Red Wings Game
2024-04-06	BROADCAST	301-21232	11.572118546	Gregg Giannotti & Sal Licata
2024-04-06	BROADCAST	301-18732	11.536921868	WEEI Football Sunday
2024-04-06	BROADCAST	301-12777	11.495111943	Don London
2024-04-06	BROADCAST	301-21024	11.469419456	Rob, Anybody, & Dawn
2024-04-06	BROADCAST	301-13859	11.463236483	Jenny Lyte
2024-04-06	BROADCAST	301-14721	11.421180324	Our American Stories
2024-04-06	BROADCAST	301-14962	11.299594616	Aricka McCauley
2024-04-06	BROADCAST	301-18802	11.278516776	Best Of The Morning Show
2024-04-06	BROADCAST	301-14185	11.230524076	Noon Business Hour
2024-04-06	BROADCAST	301-16786	11.222720537	Russell & Medhurst
2024-04-06	BROADCAST	301-21614	11.180520376	Coop's Rockin' Country Saturday Night!
2024-04-06	BROADCAST	301-12064	11.145051945	Poet
2024-04-06	BROADCAST	301-22732	11.061131815	Greg on-air
2024-04-06	BROADCAST	301-21056	10.96674669	Sybil Summers
2024-04-06	BROADCAST	301-19530	10.847731207	Rick Wolff's Sports Edge
2024-04-06	BROADCAST	301-21699	10.823932643	@DJMisterCee Throwback At Noon
2024-04-06	BROADCAST	301-19367	10.79843728	Brian Rascona
2024-04-06	BROADCAST	301-23687	10.767474329	Hunter Brody
2024-04-06	BROADCAST	301-18559	10.754715577	Washington Capitals Hockey
2024-04-06	BROADCAST	301-22741	10.72923456	Dash
2024-04-06	BROADCAST	301-12861	10.705845629	Sports Talk Saturday
2024-04-06	BROADCAST	301-21089	10.696733611	Buck n Regg The Hot Morning Crew
2024-04-06	BROADCAST	301-20109	10.68507782	Lili Chanel
2024-04-06	BROADCAST	301-19282	10.670463544	Jerry Recco & Joe Benigno
2024-04-06	BROADCAST	301-19980	10.660638818	Mark Grote
2024-04-06	BROADCAST	301-14743	10.606501544	Jackie Paige
2024-04-06	BROADCAST	301-14519	10.597512482	The Delilah Show
2024-04-06	BROADCAST	301-19016	10.489596229	Lions Review
2024-04-06	BROADCAST	301-19563	10.451501504	Kyle Kimball
2024-04-06	BROADCAST	301-21350	10.421748401	All Music
2024-04-06	BROADCAST	301-12758	10.301219631	Tony Lorino
2024-04-06	BROADCAST	301-19315	10.277589778	Rickie Ricardo
2024-04-06	BROADCAST	301-20545	10.269997387	After Hours with Dusty Likins
2024-04-06	BROADCAST	301-21342	10.268225899	Shakin it Up Sports with Cordell Woodland
2024-04-06	BROADCAST	301-23127	10.261414038	Gina J
2024-04-06	BROADCAST	301-12587	10.218514403	Marti Casper
2024-04-06	BROADCAST	301-23924	10.21305887	Annie & Elsten
2024-04-06	BROADCAST	301-16855	10.208243423	The Bob Cordaro Show
2024-04-06	BROADCAST	301-17909	10.184756528	CBS Sports Saturday
2024-04-06	BROADCAST	301-671	10.182680944	Slats
2024-04-06	BROADCAST	301-13557	10.156772706	Linda Cassidy
2024-04-06	BROADCAST	301-15702	10.130896041	Andy Hawk​
2024-04-06	BROADCAST	301-1755	10.085871059	Sarah Pepper & Jessie Watt Mornings
2024-04-06	BROADCAST	301-19147	10.062940313	The Dave Smith Show
2024-04-06	BROADCAST	301-22726	10.029634458	Sue O'Neil in the afternoon!
2024-04-06	BROADCAST	301-17156	10.026802972	BetQL
2024-04-06	BROADCAST	301-14680	10.013976637	Matt Gapske
2024-04-06	BROADCAST	301-19565	10.005431475	WWJ News
2024-04-06	BROADCAST	301-20493	9.997122451	Hit & Run with Matt Spiegel
2024-04-06	BROADCAST	301-22655	9.99102301	Tommy Jordan
2024-04-06	BROADCAST	301-23932	9.979111561	Tom Kelly and Ashlyn Sullivan
2024-04-06	BROADCAST	301-17978	9.951257722	D-Lo & KC
2024-04-06	BROADCAST	301-17893	9.950179117	Sunday Morning Praise with Larry Tinsley
2024-04-06	BROADCAST	301-22197	9.924143166	Celebrating Lin Brehmer
2024-04-06	BROADCAST	301-17652	9.907183001	The Jon Chuckery Show
2024-04-06	BROADCAST	301-16893	9.891443131	HaZe
2024-04-06	BROADCAST	301-17952	9.865045106	BetMGM Tonight
2024-04-06	BROADCAST	301-17551	9.820621117	Joe Czekaj
2024-04-06	BROADCAST	301-12169	9.766928414	The Weekend Rock
2024-04-06	BROADCAST	301-15022	9.752056425	The Bret Mega Show
2024-04-06	BROADCAST	301-22507	9.751041328	The FOX News Rundown
2024-04-06	BROADCAST	301-19538	9.721940733	Philadelphia's Morning News with Carol MacKenzie
2024-04-06	BROADCAST	301-14791	9.690235224	Gunner & Cheyenne
2024-04-06	BROADCAST	301-23944	9.663287713	2024 NCAA Men's Basketball Tournament
2024-04-06	BROADCAST	301-22555	9.648397384	Bennett
2024-04-06	BROADCAST	301-19554	9.618654211	WBEN Evening News with Tom Puckett
2024-04-06	BROADCAST	301-21710	9.609965047	Tony Ortiz
2024-04-06	BROADCAST	301-17288	9.590399597	Rick Party
2024-04-06	BROADCAST	301-12618	9.566769783	Clay J.D. Walker
2024-04-06	BROADCAST	301-23876	9.548220749	The Daly Migs Show
2024-04-06	BROADCAST	301-21559	9.543335199	The Bud Light Tailgate Show
2024-04-06	BROADCAST	301-21525	9.495845621	Burgundy & Gold Today
2024-04-06	BROADCAST	301-12087	9.493800319	The Joe Pags Show
2024-04-06	BROADCAST	301-20602	9.485963556	Jerry Recco & Chris Lopresti
2024-04-06	BROADCAST	301-12573	9.448405538	Booker, Alex & Audrey
2024-04-06	BROADCAST	301-358	9.441564436	DJ Bigg Mann
2024-04-06	BROADCAST	301-12789	9.402185874	98.7 Simon Weekends
2024-04-06	BROADCAST	301-12002	9.400570418	Sybil
2024-04-06	BROADCAST	301-21554	9.381484442	6 Rings Postgame Show
2024-04-06	BROADCAST	301-22064	9.368102248	Donny Football
2024-04-06	BROADCAST	301-19369	9.359271466	Paul Rosenberg
2024-04-06	BROADCAST	301-12106	9.321507883	Eric Powers
2024-04-06	BROADCAST	301-2371	9.291162173	Larry Morgan
2024-04-06	BROADCAST	301-19978	9.283032466	The Chris Moore Show
2024-04-06	BROADCAST	301-22508	9.253714536	The Five
2024-04-06	BROADCAST	301-12887	9.251521926	Steve and Ted
2024-04-06	BROADCAST	301-21138	9.247666073	Christine & Salt
2024-04-06	BROADCAST	301-21647	9.171661721	Renee
2024-04-06	BROADCAST	301-20564	9.167406412	The Bob Pompeani Show
2024-04-06	BROADCAST	301-14066	9.16446006	Jake
2024-04-06	BROADCAST	301-21408	9.115572549	"Josh ""Bru"" Brubaker Country Sunday Nights"
2024-04-06	BROADCAST	301-21122	9.06134976	Zach
2024-04-06	BROADCAST	301-12731	8.998678367	Sheldon in the Quiet Storm
2024-04-06	BROADCAST	301-14764	8.958019625	Fox News Rundown
2024-04-06	BROADCAST	301-2003	8.954709531	Jon Marks
2024-04-06	BROADCAST	301-12314	8.843583196	Gregr
2024-04-06	BROADCAST	301-13644	8.804537513	Thunder & PT
2024-04-06	BROADCAST	301-21031	8.77536468	Myki on Middays
2024-04-06	BROADCAST	301-12173	8.772202444	Elizabeth & Radar
2024-04-06	BROADCAST	301-21379	8.751858929	Cleveland Browns Football
2024-04-06	BROADCAST	301-17051	8.750409423	B96 Music
2024-04-06	BROADCAST	301-21327	8.727721705	New Orleans Saints Football
2024-04-06	BROADCAST	301-19323	8.726968916	Shaun Morash
2024-04-06	BROADCAST	301-12574	8.722165221	Heather Rivera
2024-04-06	BROADCAST	301-12536	8.708359724	Derric
2024-04-06	BROADCAST	301-12649	8.675425295	Devin
2024-04-06	BROADCAST	301-12342	8.664820434	Fat Jeez
2024-04-06	BROADCAST	301-19614	8.648501371	92.9 FM ESPN Nights and Weekends
2024-04-06	BROADCAST	301-12678	8.60150826	Terry Boyd’s World
2024-04-06	BROADCAST	301-17582	8.56813696	The Good Morning Show
2024-04-06	BROADCAST	301-13459	8.557597457	Ken & Daniel
2024-04-06	BROADCAST	301-20940	8.534356943	Bo Leo in the Morning
2024-04-06	BROADCAST	301-16738	8.524802109	Sheryl
2024-04-06	BROADCAST	301-19186	8.486408664	WCBS 880 Midday News
2024-04-06	BROADCAST	301-18962	8.468850444	Lions Tailgate Show
2024-04-06	BROADCAST	301-20652	8.413197366	98.7 Simon in the Dark
2024-04-06	BROADCAST	301-14982	8.405189767	Elizabeth
2024-04-06	BROADCAST	301-13881	8.387756747	Bridget Lynott
2024-04-06	BROADCAST	301-22784	8.38678411	KROQ 90's At Noon
2024-04-06	BROADCAST	301-21976	8.363996669	Total Information PM
2024-04-06	BROADCAST	301-22378	8.342628363	Birds Town Hall at MaGerk's in Horsham
2024-04-06	BROADCAST	301-12065	8.312556812	Los Locos De La Tarde
2024-04-06	BROADCAST	301-20087	8.285497485	The Get Right With Reg and KG
2024-04-06	BROADCAST	301-21603	8.274607053	Sabres Hockey
2024-04-06	BROADCAST	301-13191	8.273925287	The Morning News with Nancy and Jason
2024-04-06	BROADCAST	301-18691	8.263408692	NCAA March Madness from Westwood One
2024-04-06	BROADCAST	301-21529	8.238822557	Midday Feel Good Music & Throwbacks
2024-04-06	BROADCAST	301-12085	8.228342041	Connecticut's Number One for Hip-Hop and R&B
2024-04-06	BROADCAST	301-19944	8.142349889	Chuy Gomez
2024-04-06	BROADCAST	301-19545	8.123404126	Philadelphia's Evening News with Steve Tawa
2024-04-06	BROADCAST	301-21345	8.1187485	Overtime Show
2024-04-06	BROADCAST	301-19540	8.10696956	Philadelphia's Morning News with Ian Bush
2024-04-06	BROADCAST	301-22738	8.102321139	Armstrong&Getty
2024-04-06	BROADCAST	301-20954	8.097568147	The Big Tigger Morning Show With Jazzy McBee
2024-04-06	BROADCAST	301-22559	8.095145183	CNN This Morning
2024-04-06	BROADCAST	301-22441	8.072110485	Rob Ellis and Tom Kelly
2024-04-06	BROADCAST	301-20746	8.063894383	The Home Team Morning Show
2024-04-06	BROADCAST	301-21179	8.02939828	Eye on the World with John Batchelor
2024-04-06	BROADCAST	301-22160	8.025813369	Duane & Abby
2024-04-06	BROADCAST	301-24136	8.021278417	94WIP Birds Town Hall
2024-04-06	BROADCAST	301-21714	7.986193496	Brooke Allen & Tony Ortiz
2024-04-06	BROADCAST	301-1709	7.963543981	Lorena
2024-04-06	BROADCAST	301-15406	7.948575893	Kramer & Jess
2024-04-06	BROADCAST	301-21730	7.923405565	Miami Hurricanes Football
2024-04-06	BROADCAST	301-23925	7.907079866	Danie B
2024-04-06	BROADCAST	301-13595	7.906977243	Tpot & Speedy
2024-04-06	BROADCAST	301-17907	7.90584452	Midnight Snack
2024-04-06	BROADCAST	301-18396	7.901052133	Damon Amendolara
2024-04-06	BROADCAST	301-12604	7.89563606	Tim Taylor
2024-04-06	BROADCAST	301-17557	7.890756192	Binky
2024-04-06	BROADCAST	301-21740	7.858351229	When Radio Was
2024-04-06	BROADCAST	301-2493	7.822877927	KNX Afternoon News with Karen Adams
2024-04-06	BROADCAST	301-19974	7.809929704	Jordin Silver
2024-04-06	BROADCAST	301-12814	7.808180064	Casey Osburn
2024-04-06	BROADCAST	301-2102	7.791936273	TC & Dina B
2024-04-06	BROADCAST	301-415	7.761480292	100.3 the Bull - Texas Proud
2024-04-06	BROADCAST	301-21893	7.747615507	The Steve Sanchez Show
2024-04-06	BROADCAST	301-12721	7.740371484	Murphy, Sam, and Jodi
2024-04-06	BROADCAST	301-19481	7.732685095	Chris McMonigle & Tommy Lugauer
2024-04-06	BROADCAST	301-21422	7.703401338	Rutgers Scarlet Knights Football
2024-04-06	BROADCAST	301-16808	7.697202207	Wolf Music
2024-04-06	BROADCAST	301-22273	7.687882648	CJ on MIX 105.1
2024-04-06	BROADCAST	301-23073	7.607679702	Hick At Nite
2024-04-06	BROADCAST	301-12097	7.601160174	Wake Up With The Wolf
2024-04-06	BROADCAST	301-21066	7.589402936	Jen and Tim
2024-04-06	BROADCAST	301-23674	7.588943028	Ken Anthony
2024-04-06	BROADCAST	301-17736	7.58165028	Minnesota's Morning News with Steve Simpson
2024-04-06	BROADCAST	301-20087	7.560684002	The Get Right With Reg
2024-04-06	BROADCAST	301-22217	7.530126742	WEEI Late Night Replay
2024-04-06	BROADCAST	301-2393	7.474607467	This Morning with Gordon Deal
2024-04-06	BROADCAST	301-21066	7.460309149	Cleveland's Morning Show
2024-04-06	BROADCAST	301-22775	7.420304396	Kevin Schatz on KEYN
2024-04-06	BROADCAST	301-22486	7.41268448	Doc Walker
2024-04-06	BROADCAST	301-2361	7.391724722	El Meneo
2024-04-06	BROADCAST	301-22109	7.384672683	Nicky Silva
2024-04-06	BROADCAST	301-21334	7.384546369	Cleveland Browns Postgame Show
2024-04-06	BROADCAST	301-12362	7.339326581	Kidd Kraddick Morning Show
2024-04-06	BROADCAST	301-12418	7.29981715	Hawk & Tom
2024-04-06	BROADCAST	301-21613	7.280894596	Rob Ellis and Devan Kaney
2024-04-06	BROADCAST	301-21724	7.268105736	100.7 The Wolf Music
2024-04-06	BROADCAST	301-22710	7.265929417	Shaun Morash & Andrew Bogusch
2024-04-06	BROADCAST	301-22222	7.235698716	The Rob O'Donnell Show
2024-04-06	BROADCAST	301-16888	7.231405372	The Nikki Stone Show
2024-04-06	BROADCAST	301-13350	7.231240017	NFL Preview
2024-04-06	BROADCAST	301-2063	7.230656407	Lin Brehmer
2024-04-06	BROADCAST	301-12505	7.182996722	Doug Thomas
2024-04-06	BROADCAST	301-17104	7.174210211	Liz
2024-04-06	BROADCAST	301-12757	7.147551601	Jennifer Grant
2024-04-06	BROADCAST	301-23128	7.129909484	Mike Kelley
2024-04-06	BROADCAST	301-17564	7.107150439	Gabe Mercer
2024-04-06	BROADCAST	301-12446	7.067702009	Brooks O'Brian
2024-04-06	BROADCAST	301-22514	7.058275474	Gutfeld
2024-04-06	BROADCAST	301-12522	7.05090326	On Air with Ryan Seacrest
2024-04-06	BROADCAST	301-12771	7.024940721	Chris Lee
2024-04-06	BROADCAST	301-20225	6.982911165	Rich Valdes
2024-04-06	BROADCAST	301-22048	6.957055279	Arcand & Mego
2024-04-06	BROADCAST	301-20449	6.903288187	Marc Ryan
2024-04-06	BROADCAST	301-12019	6.872033594	60 Minutes
2024-04-06	BROADCAST	301-22415	6.824623981	The Fan Postgame Show
2024-04-06	BROADCAST	301-21709	6.815706362	The NEW 96.5
2024-04-06	BROADCAST	301-12468	6.803892741	Diesel
2024-04-06	BROADCAST	301-12931	6.798556296	Monday Night Football on Westwood One
2024-04-06	BROADCAST	301-12520	6.742762529	Tori Starr
2024-04-06	BROADCAST	301-1655	6.738852702	DJ Akademiks
2024-04-06	BROADCAST	301-21784	6.707519508	The Paul Zeise Show
2024-04-06	BROADCAST	301-13748	6.680917068	Our Music Mix
2024-04-06	BROADCAST	301-23119	6.674498084	New York's Greatest Hits
2024-04-06	BROADCAST	301-20643	6.655926926	Spencer German
2024-04-06	BROADCAST	301-19240	6.652397569	Ann Liguori Talking Golf
2024-04-06	BROADCAST	301-13498	6.65154012	Mike Street
2024-04-06	BROADCAST	301-20962	6.649489252	Greg and Gina
2024-04-06	BROADCAST	301-16761	6.617685348	Tony Duesing
2024-04-06	BROADCAST	301-21339	6.607373604	The Point After with Bobby Hebert
2024-04-06	BROADCAST	301-13146	6.589995534	Del Walmsley
2024-04-06	BROADCAST	301-22604	6.559224142	Marco Balletti
2024-04-06	BROADCAST	301-19443	6.539391037	CBS Sports Radio Eye on Football
2024-04-06	BROADCAST	301-22562	6.533386035	The Lead with Jake Tapper
